Stock Name,investor,Action,bulk_deal_date,bulk_deal_value,Quantity,Avg Price,Quantity Held,holding_average_price,profit_loss,Holder Name,holdings_change
Sona BLW Precision Forgings Ltd.,goldman,Bought,2021-09-14,207.35713976999997,3553374,583.55,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Sona BLW Precision Forgings Ltd.,goldman,Sold,2021-09-14,207.35713976999997,3553374,583.55,,,,GOLDMAN SACHS INDIA LIMITED,
Sona BLW Precision Forgings Ltd.,goldman,Sold,2021-09-14,207.35713976999997,3553374,583.55,,,,GOLDMAN SACHS INDIA LIMITED,
Zee Entertainment Enterprises Ltd.,jhunjhunwala,Bought,2021-09-14,110.22,5000000,220.44,,,,RARE ENTERPRISES,
AKM Creations Ltd.,ashok-kumar-jain,Bought,2021-09-13,0.0378,18000,21.0,,,,RONAK ASHOKKUMAR JAIN,
Brigade Enterprises Ltd.,goldman,Bought,2021-09-09,56.92199695,1417910,401.45,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Brigade Enterprises Ltd.,goldman,Bought,2021-09-09,56.92199695,1417910,401.45,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Brigade Enterprises Ltd.,goldman,Sold,2021-09-09,56.92199695,1417910,401.45,,,,GOLDMAN SACHS INDIA LIMITED,
Brigade Enterprises Ltd.,goldman,Sold,2021-09-09,56.92199695,1417910,401.45,,,,GOLDMAN SACHS INDIA LIMITED,
Escorts Kubota Ltd.,goldman,Bought,2021-09-09,66.5671092,481324,1383.0,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Escorts Kubota Ltd.,goldman,Sold,2021-09-09,66.5671092,481324,1383.0,,,,GOLDMAN SACHS INDIA LIMITED,
Federal Bank Ltd.,goldman,Bought,2021-09-09,94.170519575,11339015,83.05,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Federal Bank Ltd.,goldman,Bought,2021-09-09,94.170519575,11339015,83.05,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Federal Bank Ltd.,goldman,Sold,2021-09-09,94.170519575,11339015,83.05,,,,GOLDMAN SACHS INDIA LIMITED,
Federal Bank Ltd.,goldman,Sold,2021-09-09,94.170519575,11339015,83.05,,,,GOLDMAN SACHS INDIA LIMITED,
Gujarat Gas Ltd.,goldman,Bought,2021-09-09,167.64477946,2433514,688.9,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Gujarat Gas Ltd.,goldman,Sold,2021-09-09,167.64477946,2433514,688.9,,,,GOLDMAN SACHS INDIA FUND LIMITED,
HDFC Bank Ltd.,goldman,Bought,2021-09-09,124.13322558,787098,1577.1,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
HDFC Bank Ltd.,goldman,Sold,2021-09-09,124.13322558,787098,1577.1,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Info Edge (India) Ltd.,goldman,Bought,2021-09-09,348.981543735,519283,6720.45,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Info Edge (India) Ltd.,goldman,Sold,2021-09-09,348.981543735,519283,6720.45,,,,GOLDMAN SACHS INDIA LIMITED,
Oberoi Realty Ltd.,goldman,Bought,2021-09-09,130.92633664,1690681,774.4,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Oberoi Realty Ltd.,goldman,Sold,2021-09-09,130.92633664,1690681,774.4,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Balrampur Chini Mills Ltd.,goldman,Bought,2021-09-07,158.03308045,4333235,364.7,3634604.0,470.3125842595232,-105.6125842595232,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.12
Balrampur Chini Mills Ltd.,goldman,Bought,2021-09-07,158.03308045,4333235,364.7,3634604.0,470.3125842595232,-105.6125842595232,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.12
Balrampur Chini Mills Ltd.,goldman,Sold,2021-09-07,158.03308045,4333235,364.7,3634604.0,470.3125842595232,-105.6125842595232,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,0.12
Balrampur Chini Mills Ltd.,goldman,Sold,2021-09-07,158.03308045,4333235,364.7,3634604.0,470.3125842595232,-105.6125842595232,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,0.12
Coforge Ltd.,goldman,Bought,2021-09-07,218.9681174,414520,5282.45,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Coforge Ltd.,goldman,Bought,2021-09-07,218.9681174,414520,5282.45,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Coforge Ltd.,goldman,Sold,2021-09-07,218.9681174,414520,5282.45,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Coforge Ltd.,goldman,Sold,2021-09-07,218.9681174,414520,5282.45,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Hindalco Industries Ltd.,goldman,Bought,2021-09-07,289.78805472,6176216,469.2,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Hindalco Industries Ltd.,goldman,Sold,2021-09-07,289.78805472,6176216,469.2,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Jubilant Foodworks Ltd.,goldman,Bought,2021-09-07,221.516276525,533395,4152.95,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Jubilant Foodworks Ltd.,goldman,Sold,2021-09-07,221.516276525,533395,4152.95,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Mahindra Lifespace Developers Ltd.,goldman,Bought,2021-09-07,70.859354875,865775,818.45,1749990.0,525.6601466294093,292.7898533705908,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.07
Mahindra Lifespace Developers Ltd.,goldman,Bought,2021-09-07,70.859354875,865775,818.45,1749990.0,525.6601466294093,292.7898533705908,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.07
Mahindra Lifespace Developers Ltd.,goldman,Sold,2021-09-07,70.859354875,865775,818.45,1749990.0,525.6601466294093,292.7898533705908,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,0.07
Mahindra Lifespace Developers Ltd.,goldman,Sold,2021-09-07,70.859354875,865775,818.45,1749990.0,525.6601466294093,292.7898533705908,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,0.07
Stove Kraft Ltd.,sequoia,Sold,2021-09-07,75.18542217999999,805915,932.92,,,,SEQUOIA CAPITAL INDIA GROWTH INVESTMENT HOLDINGS I,
Advik Capital Ltd.,ashok-kumar-jain,Sold,2021-09-06,0.09051150000000001,363500,2.49,,,,ASHOK JAIN,
Faze Three Ltd.,ashish-kacholia,Bought,2021-09-03,13.865117759999999,675688,205.2,1317554.0,472.61820008895273,-267.41820008895274,ASHISH RAMESHCHANDRA KACHOLIA,0.19
Atul Ltd.,goldman,Bought,2021-09-02,160.592900195,173831,9238.45,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Atul Ltd.,goldman,Bought,2021-09-02,160.592900195,173831,9238.45,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Atul Ltd.,goldman,Sold,2021-09-02,160.592900195,173831,9238.45,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Atul Ltd.,goldman,Sold,2021-09-02,160.592900195,173831,9238.45,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Gland Pharma Ltd.,goldman,Bought,2021-09-02,156.236359365,400293,3903.05,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Gland Pharma Ltd.,goldman,Sold,2021-09-02,156.236359365,400293,3903.05,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Ipca Laboratories Ltd.,goldman,Bought,2021-09-02,234.92841805999998,927874,2531.9,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Ipca Laboratories Ltd.,goldman,Bought,2021-09-02,234.92841805999998,927874,2531.9,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Ipca Laboratories Ltd.,goldman,Sold,2021-09-02,234.92841805999998,927874,2531.9,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Ipca Laboratories Ltd.,goldman,Sold,2021-09-02,234.92841805999998,927874,2531.9,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Apollo Hospitals Enterprise Ltd.,goldman,Bought,2021-08-31,188.79550048,396992,4755.65,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Apollo Hospitals Enterprise Ltd.,goldman,Sold,2021-08-31,188.79550048,396992,4755.65,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Avenue Supermarts Ltd.,goldman,Bought,2021-08-31,270.83070705,696205,3890.1,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Avenue Supermarts Ltd.,goldman,Sold,2021-08-31,270.83070705,696205,3890.1,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Bajaj Finserv Ltd.,goldman,Bought,2021-08-31,342.09281253,206682,16551.65,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Bajaj Finserv Ltd.,goldman,Sold,2021-08-31,342.09281253,206682,16551.65,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Crompton Greaves Consumer Electricals Ltd.,goldman,Bought,2021-08-31,147.16058228,3125092,470.9,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Crompton Greaves Consumer Electricals Ltd.,goldman,Sold,2021-08-31,147.16058228,3125092,470.9,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Valiant Organics Ltd.,goldman,Bought,2021-08-31,27.67028462,213004,1299.05,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Valiant Organics Ltd.,goldman,Bought,2021-08-31,27.67028462,213004,1299.05,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Valiant Organics Ltd.,goldman,Sold,2021-08-31,27.67028462,213004,1299.05,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Valiant Organics Ltd.,goldman,Sold,2021-08-31,27.67028462,213004,1299.05,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Emami Ltd.,goldman,Bought,2021-08-27,147.42674576500002,2490527,591.95,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Emami Ltd.,goldman,Bought,2021-08-27,147.42674576500002,2490527,591.95,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Emami Ltd.,goldman,Sold,2021-08-27,147.42674576500002,2490527,591.95,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Emami Ltd.,goldman,Sold,2021-08-27,147.42674576500002,2490527,591.95,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Graphite India Ltd.,goldman,Bought,2021-08-27,114.87126555,1867370,615.15,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Graphite India Ltd.,goldman,Bought,2021-08-27,114.87126555,1867370,615.15,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Graphite India Ltd.,goldman,Sold,2021-08-27,114.87126555,1867370,615.15,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Graphite India Ltd.,goldman,Sold,2021-08-27,114.87126555,1867370,615.15,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Hindustan Unilever Ltd.,goldman,Bought,2021-08-27,339.417345295,1272823,2666.65,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Hindustan Unilever Ltd.,goldman,Sold,2021-08-27,339.417345295,1272823,2666.65,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Quess Corp Ltd.,goldman,Bought,2021-08-27,113.544898425,1368423,829.75,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Quess Corp Ltd.,goldman,Bought,2021-08-27,113.544898425,1368423,829.75,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Quess Corp Ltd.,goldman,Sold,2021-08-27,113.544898425,1368423,829.75,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Quess Corp Ltd.,goldman,Sold,2021-08-27,113.544898425,1368423,829.75,,,,GOLDMAN SACHS INDIA FUND LIMITED,
SBI Life Insurance Company Ltd.,goldman,Bought,2021-08-27,251.17312292999998,2180133,1152.1,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
SBI Life Insurance Company Ltd.,goldman,Sold,2021-08-27,251.17312292999998,2180133,1152.1,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Tatva Chintan Pharma Chem Ltd.,goldman,Bought,2021-08-27,19.665436829999997,92339,2129.7,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Tatva Chintan Pharma Chem Ltd.,goldman,Sold,2021-08-27,19.665436829999997,92339,2129.7,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Bajaj Consumer Care Ltd.,goldman,Bought,2021-08-25,87.57636514500001,3566539,245.55,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Bajaj Consumer Care Ltd.,goldman,Bought,2021-08-25,87.57636514500001,3566539,245.55,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Bajaj Consumer Care Ltd.,goldman,Sold,2021-08-25,87.57636514500001,3566539,245.55,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Bajaj Consumer Care Ltd.,goldman,Sold,2021-08-25,87.57636514500001,3566539,245.55,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Delta Corp Ltd.,goldman,Bought,2021-08-25,49.457610644999995,2936041,168.45,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Delta Corp Ltd.,goldman,Bought,2021-08-25,49.457610644999995,2936041,168.45,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Delta Corp Ltd.,goldman,Sold,2021-08-25,49.457610644999995,2936041,168.45,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Delta Corp Ltd.,goldman,Sold,2021-08-25,49.457610644999995,2936041,168.45,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Godrej Properties Ltd.,goldman,Bought,2021-08-25,159.68321113500002,1094883,1458.45,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Godrej Properties Ltd.,goldman,Sold,2021-08-25,159.68321113500002,1094883,1458.45,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Grindwell Norton Ltd.,goldman,Bought,2021-08-25,130.26847995,1034082,1259.75,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Grindwell Norton Ltd.,goldman,Bought,2021-08-25,130.26847995,1034082,1259.75,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Grindwell Norton Ltd.,goldman,Sold,2021-08-25,130.26847995,1034082,1259.75,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Grindwell Norton Ltd.,goldman,Sold,2021-08-25,130.26847995,1034082,1259.75,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Honeywell Automation India Ltd.,goldman,Bought,2021-08-25,92.77696392,23568,39365.65,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Honeywell Automation India Ltd.,goldman,Sold,2021-08-25,92.77696392,23568,39365.65,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Jubilant Pharmova Ltd.,jhunjhunwala,Bought,2021-08-25,148.5875,2500000,594.35,10645000.0,419.8966651009864,174.4533348990136,JHUNJHUNWALA RAKESH RADHEYSHYAM,0.0
Jubilant Pharmova Ltd.,jhunjhunwala,Bought,2021-08-25,118.87,2000000,594.35,10645000.0,419.8966651009864,174.4533348990136,JHUNJHUNWALA REKHA RAKESH,0.0
Jubilant Pharmova Ltd.,jhunjhunwala,Bought,2021-08-25,29.7175,500000,594.35,10645000.0,419.8966651009864,174.4533348990136,REKHA RAKESH JHUNJHUNWALA,0.0
Jubilant Pharmova Ltd.,jhunjhunwala,Bought,2021-08-25,148.5875,2500000,594.35,10645000.0,419.8966651009864,174.4533348990136,JHUNJHUNWALA RAKESH RADHEYSHYAM,0.0
Jubilant Pharmova Ltd.,jhunjhunwala,Bought,2021-08-25,118.87,2000000,594.35,10645000.0,419.8966651009864,174.4533348990136,JHUNJHUNWALA REKHA RAKESH,0.0
Jubilant Pharmova Ltd.,jhunjhunwala,Sold,2021-08-25,28.231625,475000,594.35,10645000.0,419.8966651009864,174.4533348990136,RARE ENTERPRISES,0.0
Jubilant Pharmova Ltd.,jhunjhunwala,Sold,2021-08-25,239.225875,4025000,594.35,10645000.0,419.8966651009864,174.4533348990136,RARE ENTERPRISES,0.0
Max India Ltd.,ashish-dhawan,Sold,2021-08-13,22.965243263999998,3260256,70.44,,,,ASHISH DHAWAN,
International Conveyors Ltd.,madhusudan-kela,Sold,2021-08-12,2.6405743260000003,431678,61.17,,,,MADHUSUDAN MURLIDHAR KELA,
Globus Spirits Ltd.,massachusetts,Bought,2021-08-11,74.061,900000,822.9,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,
Globus Spirits Ltd.,massachusetts,Bought,2021-08-11,74.061,900000,822.9,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,
Dynamatic Technologies Ltd.,madhusudan-kela,Bought,2021-08-10,7.2363936,44700,1618.88,,,,MADHURI MADHUSUDAN KELA,
Premier Explosives Ltd.,dilipkumar-lakhi,Bought,2021-08-10,2.082755928,88643,234.96,393622.0,1485.9433669866014,-1250.9833669866014,DILIPKUMAR VISHINDAS LAKHI,-6.2
Garware Hi-Tech Films Ltd.,ashish-kacholia,Bought,2021-07-29,14.2580355,141871,1005.0,968322.0,1409.655052761375,-404.6550527613749,ASHISH RAMESHCHANDRA KACHOLIA,0.0
Apollo Pipes Ltd.,ashish-kacholia,Sold,2021-07-23,27.424033646999998,273723,1001.89,,,,ASHISH RAMESHCHANDRA KACHOLIA,
Just Dial Ltd.,reliance-group,Bought,2021-07-20,1332.238626,13061163,1020.0,54289574.0,710.7994621582405,309.20053784175946,RELIANCE RETAIL VENTURES LIMITED,0.0
Just Dial Ltd.,reliance-group,Bought,2021-07-20,1332.238626,13061163,1020.0,54289574.0,710.7994621582405,309.20053784175946,RELIANCE RETAIL VENTURES LIMITED,0.0
Arihant Institute Ltd.,ashok-kumar-jain,Bought,2021-07-12,0.009412,52000,1.81,,,,ASHOK DILIPKUMAR JAIN,
Tiaan Consumer Ltd.,ashok-kumar-jain,Sold,2021-07-12,0.60296158,93890,64.22,,,,ASHOK DILIPKUMAR JAIN,
Ecoplast Ltd.,ashok-kumar-jain,Bought,2021-07-09,0.17695503,17010,104.03,,,,ASHOK JAIN,
Ecoplast Ltd.,ashok-kumar-jain,Bought,2021-07-02,0.14741296199999998,15322,96.21,,,,ASHOK JAIN,
Ecoplast Ltd.,ashok-kumar-jain,Bought,2021-07-01,0.149826612,17049,87.88,,,,ASHOK JAIN,
Aro Granite Industries Ltd.,dilipkumar-lakhi,Sold,2021-06-30,0.871,130000,67.0,787024.0,48.53727459391328,18.46272540608672,DILIPKUMAR VISHINDAS LAKHI,-0.74
Krishna Institute of Medical Sciences Ltd.,ashish-kacholia,Sold,2021-06-28,40.591136795,423005,959.59,,,,ASHISH KACHOLIA,
Aro Granite Industries Ltd.,dilipkumar-lakhi,Sold,2021-06-25,0.5968,100000,59.68,787024.0,48.53727459391328,11.142725406086718,DILIPKUMAR VISHINDAS LAKHI,-0.74
Venus Remedies Ltd.,ajay-upadhyaya,Bought,2021-06-25,2.6413059199999998,75856,348.2,,,,AJAY UPADHYAYA,
Deepak Spinners Ltd.,dolly-khanna,Bought,2021-06-24,1.2800761550000002,76555,167.21,118743.0,256.85724632188845,-89.64724632188845,DOLLY KHANNA,0.0
Computer Age Management Services Ltd.,vanguard-fund,Bought,2021-06-18,96.89385060200001,348311,2781.82,989775.0,2791.1394003687706,-9.319400368770403,THE VANGUARD GROUP INC A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VANGUARD INTERNAT,0.99
Newgen Software Technologies Ltd.,mukul,Bought,2021-06-15,27.24,600000,454.0,,,,MUKUL MAHAVIRPRASAD AGRAWAL,
Newgen Software Technologies Ltd.,mukul,Bought,2021-06-15,27.24,600000,454.0,,,,MUKUL MAHAVIRPRASAD AGRAWAL,
Newgen Software Technologies Ltd.,mukulprasad,Bought,2021-06-15,27.24,600000,454.0,,,,MUKUL MAHAVIRPRASAD AGRAWAL,
Newgen Software Technologies Ltd.,mukulprasad,Bought,2021-06-15,27.24,600000,454.0,,,,MUKUL MAHAVIRPRASAD AGRAWAL,
Paushak Ltd.,ashish-kacholia,Sold,2021-06-02,12.925330639999999,17461,7402.4,,,,ASHISH RAMESH KACHOLIA,
Tata Motors Ltd.,jhunjhunwala,Bought,2021-05-21,313.43,10000000,313.43,53256000.0,679.949677031696,-366.51967703169595,REKHA RAKESH JHUNJHUNWALA,0.03
Tata Motors Ltd.,jhunjhunwala,Sold,2021-05-21,78.325,2500000,313.3,53256000.0,679.949677031696,-366.64967703169594,RARE ENTERPRISES,0.03
Garware Hi-Tech Films Ltd.,ashish-kacholia,Bought,2021-05-20,9.664,128000,755.0,968322.0,1409.655052761375,-654.6550527613749,ASHISH RAMESHCHANDRA KACHOLIA,0.0
Tata Steel Ltd.,jhunjhunwala,Bought,2021-05-10,295.475,2500000,1181.9,,,,JHUNJHUNWALA RAKESH,
Tata Steel Ltd.,jhunjhunwala,Sold,2021-05-10,14.77375,125000,1181.9,,,,RARE ENTERPRISES,
SBI Life Insurance Company Ltd.,vanguard-fund,Bought,2021-05-07,21.809376,227181,960.0,,,,VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VIEIF,
SBI Life Insurance Company Ltd.,vanguard-fund,Bought,2021-05-07,6.990624,72819,960.0,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Tata Steel Ltd.,jhunjhunwala,Bought,2021-05-07,146.75,1250000,1174.0,,,,JHUNJHUNWALA RAKESH,
Tata Steel Ltd.,jhunjhunwala,Sold,2021-05-07,146.75,1250000,1174.0,,,,RARE ENTERPRISES,
Tata Motors Limited (DVR),jhunjhunwala,Bought,2021-04-15,134.25,10000000,134.25,,,,JHUNJHUNWALA RAKESH,
Tata Motors Limited (DVR),jhunjhunwala,Bought,2021-04-15,134.25,10000000,134.25,,,,JHUNJHUNWALA RAKESH,
Tata Motors Limited (DVR),jhunjhunwala,Sold,2021-04-15,33.5625,2500000,134.25,,,,RARE ENTERPRISES,
Tata Motors Limited (DVR),jhunjhunwala,Sold,2021-04-15,100.6875,7500000,134.25,,,,RARE ENTERPRISES,
Brigade Enterprises Ltd.,vanguard-fund,Bought,2021-04-12,43.02789197,1672090,257.33,,,,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,
Aurobindo Pharma Ltd.,jhunjhunwala,Bought,2021-04-07,147.168125,1625000,905.65,,,,JHUNJHUNWALA RAKESH,
Aurobindo Pharma Ltd.,jhunjhunwala,Sold,2021-04-07,147.168125,1625000,905.65,,,,RARE ENTERPRISES,
EPL Ltd.,vanguard-fund,Bought,2021-04-01,39.451104,1643796,240.0,,,,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,
Eris Lifesciences Ltd.,vanguard-fund,Bought,2021-03-31,42.6668385,705237,605.0,,,,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,
Zensar Technologies Ltd.,vanguard-fund,Bought,2021-03-24,51.8894512,1777036,292.0,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Intellect Design Arena Ltd.,vanguard-fund,Bought,2021-03-23,48.24,720000,670.0,,,,VANGUARD FUNDS PUBLIC LIMITED COMPANY VANGUARD FTSE ALL WORLD ETF,
Tiaan Consumer Ltd.,ashok-kumar-jain,Bought,2021-03-23,0.1435041,35001,41.0,,,,ASHOK DILIPKUMAR JAIN,
Affle (India) Ltd.,vanguard-fund,Bought,2021-03-19,74.395461774,139019,5351.46,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Akzo Nobel India Ltd.,vanguard-fund,Bought,2021-03-19,50.579362894999996,229855,2200.49,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Alok Industries Ltd.,vanguard-fund,Bought,2021-03-19,50.204026653,25215483,19.91,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Brigade Enterprises Ltd.,vanguard-fund,Bought,2021-03-19,45.766641338,1830446,250.03,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
CG Power and Industrial Solutions Ltd.,vanguard-fund,Bought,2021-03-19,65.88678868,11186212,58.9,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Central Depository Services (India) Ltd.,vanguard-fund,Bought,2021-03-19,63.77314572600001,1047918,608.57,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
CreditAccess Grameen Ltd.,vanguard-fund,Bought,2021-03-19,107.9475048,1568275,688.32,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
